// Conversion table for romaji to hangeul,,,,,,,,,,,,,,,,,,,,,,,,,
a,i,u,e,o,ya,yu,yo,k,g,s,sh,z,j,t,ch,tsu,d,h,f,b,p,n,m,r,w
ㅏ,ㅣ,ㅜ,ㅓ,ㅗ,ㅑ,ㅠ,ㅛ,ㅋ,ㄱ,ㅅ,ㅅ,ㅅ,ㅈ,ㄷ,ㅊ,ㅅ,ㅌ,ㅎ,ㅎ,ㅂ,ㅍ,ㄴ,ㅁ,ㄹ,ㅇ
